"label","text"
1," Because some men have harmed women no man can call a woman attractive? It seems like the rules are changing every day? #Tucker "
1," —Introducing Aunt Teefa Syrup—Ingredients: High Leftist Syrup, Bottled Water, Artificial Maple Socialism (contains: Propylene Molotov Cocktail, Demtrose, Caramel Color, Snowflakes), Cellulite Gum, Sodium Pentothal, &amp; Sorbic Acid Bleach: To Preserve Power—free@#CHOP #WalkAway #KAG "
0," This is Fed-Speak for a politically induced depression. "
0," He was wrong."
1," I show actual videos of them using anti-Black slurs..See, Black people have to have everything on video before we are believed..But with others, they can just use the ""Im white and I say so"" defense, and they will be believed.. Thats white supremacy"
0," Classic #Republican seen on commenting on the #election reform debate: “I have a warning for corporate America to stay out of politics.” “I’m not talking about political contributions.”"
0," Tell us more about the need for #accountability for those “trying to overturn a democratic election”- It sounds like the 2019 version of you thinks today’s version of you should #resign. We agree. You lied about the election. The Capitol was attacked. "
1," YOUR TAX DOLLARS: USA Agrees to ‘Finance Decarbonization in the Middle East and North Africa’ "
0," Lemme see what tho #WinterSoldier series be like"
1," What's To Blame For Nationwide Riots - Police Brutality Or Lockdown? - today on the Liberty Report "
2," I merely echo &amp; support the MANY feminists &amp; women's groups that support trans inclusion. I endorse THEIR view as women. I reject the 'trans predator' trope &amp; want to reconcile concerns of women &amp; trans"
0," ANOTHER FINE AMERICAN TRUMP SUPPORTER! Stop even trying to tell me MAGA supporters are not racists! I'm done with the illusions of truth that these are good people. They are literally, I'm sorry but, ALL the scourge of this country! "
1," #Tucson voters say to no to sanctuary city: #TeaParty #Arizona #illegalimmigration #SanctuaryCity"
1," She compromised our nat'l secrets, dissembled 2 families of the slain &amp; jettisoned her most profound beliefs 2 gain presidential power (2/2)"
1," Media: ""'s ... words in the closing sound somewhat different after that hiccup over witnesses in the last four hours."" live More than a 'hiccup.' This looks like a #Democrat cave. Raskin's pretty speech sounds hollow. "
3," Brea! My brother is at the this Thursday through Saturday! He’s one of the funniest people I know and his new hour is fucking excellent! Don’t sleep! "
0," After spoke we marched to the polls!! Last day to early vote Nevada! "
2," Vague. That is hardly a strong condemnation and no punishments are specified."
1," The Senate and the nation mourn the passing of Justice Ruth Bader Ginsburg and the conclusion of her extraordinary American life. My full statement: "
1," . grades himself “incomplete” on the economy, but what happened to the “one-term proposition?”"
1," 🚨 The deadline to apply for ’s Coronavirus Food Assistance Program 2 is December 11, 2020. Farmers and producers impacted by the #COVID19 pandemic can apply online: "
1," Bad Means Will Never Produce Good Ends "
3," it will harm a few unions and help many, many more. it will harm Jones Act corps and help many, many more. it will help consumers, particularly in Puerto Rico, Alaska, Hawaii some links "
0," The exodus of people who know Trump intimately are leaving Trump and speaking up. The climate is there for a Democratic landslide they work it. "
1," . and joined us yesterday on Common Sense for a very enlightening episode! We discuss the likeliness of the World Health Organization being complicit with China and the 2020 Trump Campaign! Available at "
3," “We are optimists: we believe that Liberty is a standard to which all can repair.” "
1," Black women have been getting beat up in nail salons by the male owners nonstop, and those men rarely get arrested.. But a Black woman is arrested and charged with a hate crime for talking trash to a nail salon staff. I told you this would happen "
1," Thanks to the hard work of and the Committee, we’ve been able to confirm 84 of ’ judges during this Congress to lifetime appointments on the federal bench—including two Supreme Court Justices and a record number of circuit court judges. #SCOTUS"
0," Yes! I’m so excited!!"
1," I’m continuing to listen to and hear from Iowans across the state! Thanks to and for visiting with me today. I’m working hard to support you as we work together to safely reopen our state &amp; economy. "
2," You can always give something, Even if it is only kindness. Anne Frank "
0," The thing about corrupt administrations is that they are also, quite often, incompetent. "
0," So true. I’m glad the kids are safe."
0," Black Georgia State Rep. Vernon Jones sells his soul with Trump endorsement. "
0," I want every single American to know: if you’re sick, if you’re struggling, if you’re worried about how you’re going to get through the day — I will not abandon you. I will not leave you to face these challenges alone. We are going to get through this — together."
1," .: I would love to see a woman in the White House. Just not #Tucker "
0," True! First school I went to was NAIA. ☺️"
1," Based on some of the things you have said in the past, and based on other things like this, I suspect you are being deceptive about your background. "
1," If no amendment is absolute....Does that include the 14th, 15th and 19th?"
1," I will never be a stick-a-wet-finger-in-the-air to see which way the wind is blowing representative. I do not form thoughts on matters without knowing the facts. I use logic to form my stances. I do not compromise my principles. This is what you can always expect from me. (3/3)🇺🇸"
0," Just got my ticket 🎫 to support on his virtual tour tomorrow #jtwitter you know what to do go support the tribe✡️⬇️ "
1," ""Twitterific"" from &amp; : "
2," Young Greens kicking ass in New Zealand! Congrats ! "
0," They don't represent you or Tenn. they represent their team, their school and themselves. They aren't playing for you, they are playing for their school, their team and themselves! Clearly it's an important issue to them and i'm sure they don't get why it's not for you! #KNEEL"
2," W need 2 advocate 4 policies &amp;projects that will bring political &amp; economic decision making where it belongs w/ the people #ResistCaptalism"
1," Is Congress Out of Touch? Do They Care About U.S. Sovereignty? They Just Forbid Trump From Withdrawing From NATO! "
1," After the #JointSession, I will be joining to discuss ’ ambitious plan ahead. "
1," The Trump administration rightly killed this terrible policy. But now Senate Democrats want to revive it. A whole lot of self-inflicted economic pain for no significant environmental gain. I urge the Senate to reject the Democrats’ resolution later today."
0," Today, the Wall Street banks that were ""too big to fail"" in 2008 are even bigger and more powerful. We must reinstate Glass-Steagall and make sure our banks work for every American—not just their bottom line. "
1," Another Biden/Democrat bait &amp; switch. Show and image of a Black person, and even show a ""Black owned"" sign in the image. But make the policies for MINORITIES. We aint falling for that trick. MINORITIES= NON-BLACK "
0," Shirley Chisholm was unbought and unbossed, paving the way for Black women to lead, run—and win. On her birthday, we celebrate her life and legacy. "
0," Yesterday, the House sent an overwhelming bipartisan message demanding a clear strategy to defeat ISIS, and the Senate should do the same immediately."
2," Yes"
1," Today’s Democrat Party doesn’t care about undermining the rule of law. If Democrats pack the Court, our free speech rights go out the window, our religious liberty goes out the window, and the Second Amendment is effectively repealed from the Bill of Rights. "
1," “The American people deserve health care reform done the right way and for the right reasons."" - delivers the #GOP address "
1," His numbers are fine just like in 2016. More concerned about my daily follow numbers; thanks for helping with that! You’re really helping get my message out to more people! 👍👍❤️💯"
3," “Funny Pop Culture?” •YOUR HEARTY HELPING of “Sharpe Way Stew”: TONIGHT (4/2) at 7pm ET. •Tonight’s guest: Comedian Avery Razor. •Livestream: Facebook/YouTube. #SharpeWay #SharpeWayStew #LarrySharpe #libertarian #liberty #humor #comedy #popculture "
3," It will be filled with graffiti art"
2," Israeli prime minister Benjamin Netanyahu has been accused of “courting homophobes &amp; racists” in a desperate bid to secure votes ahead of the upcoming election. He seems to want power at any price. It's the equivalent of backing the KKK! SHAME! "
0," “Unchecked climate change promises a future of scarcity and emergency, and that can create demand for politicians and solutions who falsely promise a return to simpler, better times.” "
0," I’ll be talking to tomorrow"
2," LGBT people in US are 4 times more likely than non-LGBT people to experience violent victimisation, including sexual &amp; physical assault. A wake up call to tackle anti-LGBT prejudice &amp; hate crime Via "
3," Join us in telling Congress that over $22 trillion in debt is too much. Sign the petition at: "
3," Libertarians believe that people should be able to travel freely as long as they are peaceful. We welcome immigrants who come seeking a better life. The vast majority of immigrants are very peaceful and highly productive."
0," ya ok Alex. Take care."
3," 1. Orbital launch tower that can stack 2. Enough Raptors for orbit booster 3. Improve ship &amp; booster mass"
1," By stupid, Linda is talking about #KamalaBiden’s version of an inauguration. Unlike President Trump’s inauguration which was beautiful!"
2," There are about 10 reasons on this list to further not support . But Harris as the possible #1 choice? Get serious. Did you watch the primaries ? "
2," LGBT History Month: In 1987, I persuaded ANC of South Africa to support LGBT+ rights. Two years later, I drafted proposals that led to post-apartheid constitution being the 1st in the world to protect LGBs against discrimination. READ how: "
1," Breaking: Pennsylvania Court Rules Secretary of State Improperly Changed Deadline 2 Days Before Election Day. For more on this, go to: "
2," Covid has cost UK Govt £400bn. How to pay for it? A one-off #WealthTax on the very rich could raise £400-800bn, depending on the assets threshhold &amp; the % of the tax. Wrong to make average person pay for Covid "
3," Yeah that's not how pardons work or an authority the president has. Biden has no authority to order the arrest of Senators. Having them arrested would be a gross violation of the constitution and an impeachable offense. Here read this it might help. "
1," Alabama Republican Party to gift Trump with resolution acknowledging him as one of the 'greatest' presidents "
3," Every libertarian needs to read these critics. Have you read them? "
3," Yeah, because it's already going really well for Hickenlooper who inserted his foot into his mouth at his CNN Townhall last night. Is running for president what politicians do when they get bored and want to waste a lot of money? #copolitics "
0," Thanks sis!"
2," End the wars abroad AND at home ☮ #LisaForME "
0," Use our frame and show your #CoriforCongress support! 💜 "
2," Music to my ears! A thanks Tim!"
1," A Zodiac is never late, nor is he early. He arrives precisely when he means to. Happy (belated) birthday, ! "
1," Media: Svenska Dagbladet, Stockholm "
1," From homegrown hemp masks to distilleries making hand sanitizer, Kentuckians are leading by example. We’re going to keep working together to beat this virus. "
2," Ready for a debate with substance? Mark your calendars for a Green Party Presidential Debate July 19 in Saint Paul #WeAreGreen"
0," Katie, don't get me started on this man right now. 🤦🏾‍♀️"
0," Thank you, Nevada! Let’s get this done in seven days. "
2," Tipping Point. #GeorgeFloydProtests "
3," We're not sure what the dairy lobby is paying you two, but it is really worth going down in history as the ""Milk Nazis""?"
0," . discussed his candidacy for United States Senate. He discussed his #Progressive bona fides. He hopes to challenge #RonJohnson (R-WI). SNEAK PEAK #PoliticsDoneRight YouTube members "
0," They have and will continue to make us proud."
1," .: 5.6 million jobs exist right now in the country! Many that don't require a our year degree -TCT #Tucker "
1," In the Senate, I’ve been working across the aisle to ensure additional assistance is provided to Iowa farmers and producers during #COVID19. The latest relief package I helped pass will do just that. "
0," 😭 tribute to George Michael #Grammys I wanted to bawl &amp; curse with her. Genuine &amp; honest. My 💔 #FastLove #RIPGeorgeMichael #GRAMMYs"
1," Does this change your opinion yet? Verified by three different agencies... #WheresHunter #emails #ChildTrafficking #ArmedRevolution #5for5 #AllLivesMatter #JoeBidensNeighborhood "
0," I ♥️ NY "
0," He didn’t have to die! This was police murder. He should be alive today! I watched the video of this young man drive &amp; then run on foot to his death- on fb live. Police could be heard laughing and mocking him near his body. I’m numb. #JusticeForSeanReed #BlackLivesMatter "
0," Coronavirus must open our eyes to this reality - "
1," Lincoln statue celebrating emancipation of slaves removed by Boston leaders "
1," I am running for president to get us creating wealth again – not to redistribute it."
0," All Americans are watching the situation in Texas and throughout the heartlands with great sadness. We must come to the aid of those suffering without power and water, and we grieve with the families who have lost loved ones to this disaster. "
0," John Lewis left us some final marching orders. Let’s carry them with us into November and beyond. "
2," Today is International Women's Day. I salute women jailed in #Iran for refusing to wear the compulsory hijab &amp; women jailed in #Saudi for campaigning for equal rights. Heroes! There can be no liberation without women's liberation! #IWD2021 "
0," We are in the battle for the soul of our nation, and the choice in this election was made crystal clear during tonight’s debate. Donate right now to help and me defeat Trump. "
0," Nothing scares corporate America more than a powerful trade union movement. I have stood with unions my whole life and am so grateful for their support. Together we will double union membership in America. "
0," What the hell is this, ? We see through your bullshit, you're just a hate speech platform now. Transphobia and Islamophobia get signal boosted and a mom defending her child gets removed. Pathetic. "
3," My friend Marty from has put together an instructional on how to be a professional podcaster. Marty does a lot of my tour posters and he’s a very talented guy."
3," Have you been tagged? Head over to to become an official member of ."
1," Not surprised Erdogan plans to go into northern Syria. I said he would a month ago (see below). 2 things to watch: 1. His new “friends” in Russia wont be happy about this 2. Kurds will pull forces from former ISIS strongholds to confront him, creating threat of ISIS resurgence "
0," Why does this president repeatedly think that scientific facts are hoaxes? This is the most dangerous president in the modern history of our country. He is putting our people’s lives at risk. He must be defeated. "
2," Muppets Show “Bay of Pigswatch"" - Spamela Hamderson - YouTube "
0," A note to &amp; his team: are committed to performing our oversight duties as laid out by our Founding Fathers in the Constitution – and no amount of red tape will change that. "
1," Bolton: We're Taking Venezuela's Oil - today on the Liberty Report: "
0," ""A Woman in harmony with her spirit is like a river flowing. She goes where she will without pretense and arrives at her destination prepared to be herself and only herself.” ~Maya Angelou"
1," . IS THE LAW &amp; ORDER PRESIDENT!"
0," Michael Alford, a contemporary #painter, says he’s drawn to musicians as subjects in his work, because of “their focus, their shared purposefulness and the #music itself”. Oil on board. #art "
2," Among the consequences of a much warmer planet are fires like the deadly blaze taking lives and property in California. They *will* get worse than this. #CaliforniaWildfires #CaliforniaFires #ClimateChange "
0," Nope, just a paid liar."
1," ""Twitterific"" from &amp; : "
3," The majority of US citizens who don't have a bank account are not prevented from having one, it's that they simply don't want one. This is an example of a solution for a problem that doesn't exist. "
1," Sen ​ wants to turn Mass. into a ""sanctuary state""... just weeks after a teacher was killed by an illegal immigrant "
1," The Senate just passed a crucial appropriations bill for the upcoming fiscal year. It fully funds vital priorities for defense, education and healthcare."
0," It’s shocking that during the greatest pandemic in a century, there are still “leaders” burying their heads in the sand and rejecting the policies which could provide a lifeline to millions. So let me spell it out for them: if you don’t lead, we will. "
2," Sadly, you were proposing those cuts before Trump . You and Trump are on the same page. Pity the people who believe any differently. #SocialSecurity "
1," When the Church fails to speak up in the political realm, we end up with a godless politics and an irrelevant Church."
0," Essential workers sacrifice their well-being and life every day. without guaranteed healthcare or sick leave. Yet, corporations want liability protection? #PoliticsDoneRight "
0," Many young people ask me why &amp; how I started running for office from a restaurant, w/o any special connections or big money. tells that story. Due to COVID, Netflix is releasing the film for free along w/ educational toolkit &amp; curriculum: "
0," The Genuinely Horrifying Horror Comedy of ⁦⁩'s ‘Slither’ "
0," I feel like you’re judging me 😂😂😂"
0," But it was funny, right? I mean, c’mon! "
0," YOU’RE CORRECT, DONE!"
0," People are still being evicted despite the national moratorium. And for those who have remained housed, there is no utilities moratorium to protect them. We’re heading towards winter. The House passed the HEROES Act months ago. Let’s get it done."
1," Our republic can survive a pandemic. It can survive civil unrest. But ideas and deliberation are our foundation. America cannot be America if civil disagreement becomes a contradiction in terms. Anti-speech silencing tactics are a cancer in a free and open society."
3," Happy birthday to our incredible membership director!"
0," You don't like your presidential candidate? We must think local. via #PoliticsDoneRight"
0," A lesson I hope was well learned: “In retrospect, in the quest to win Republican backing for both, Democrats say, they settled for too small an economic stimulus and extended talks on the health care measure for too long.” "
1," Good news: As a result of the CARES Act, Iowa is receiving over $33 million to support our rural and urban transportation systems – to help our state keep moving forward through this crisis. "
3," #uws "
2," On International Sex Workers Day, the Young EcoSocialists reaffirm our support of decriminalization (not the Swedish model)."
1," The greatest American political #speech was delivered 156 years ago yesterday. It was only 701 words long, written in parallel structure, and delivered in less than seven minutes. Lincoln's 2nd Inaugural, 3/4/1865; he would be shot dead six weeks later: "
1," Do Black customers deserve to go into Holiday Inn hotels and get blamed if a staff member has a meltdown?"
1," Big show tonight 8PM ET! The latest on the #NFL VS the flag, , AG Sessions &amp; some wise words from #Tucker "
2," ROSS It's bad to intervene in a strike when one has no experience. MARIAN Of intervening? ROSS No. Of using public transport. #CallansKicks"
1," I’m a former commander, but I’m also a survivor of sexual assault. I understand the traumatic experiences too many survivors have faced. That’s why I’ve teamed up w/ &amp; to help prevent military sexual assault &amp; ensure a successful command climate. "
1," How America's Colonial System Works Watch the whole show here: "
0," Are you a #teen who is #voting this year? Reply here with where, when and how you're going to vote. "
1," GRAHAM on BIDEN: ‘With All Due Respect, This Press Conference is Hard to Watch’ "
0," The Lincoln Project is doing great work against Donald Trump. While progressives should welcome their actions they should not fall into a false camaraderie. #PoliticsDoneRight "
0," When we tell them to go back to their homes or tell other countries to be tougher, let’s be clear what that means: It means encouraging already brutal regimes to commit human rights abuses to stop migrants from leaving their countries or seeking a better life."
0," Some people ask: Why would you impeach and convict a president who has only a few days left in office? The answer: Precedent. It must be made clear that no president, now or in the future, can lead an insurrection against the U.S. government."
1," HARDBALL! CNN Reports on ‘First Dog News,’ Confirms Biden’s Pets Will Appear Before ‘Puppy Bowl’ "
0," Fun fact: For deep philosophical artistic reasons, Snyder has framed this new film in a daring new triangular projection ratio, 1:6:1 "
3," How much more scientific evidence do you need to end the unscientific decision to stop children from going to school in person The evidence at this point is overwhelming. Shutting down schools has done far more harm than good. "
0," Reminder: tonight is the deadline for open enrollment - that time of the year we are reminded of how amazing “choice” is in our insurance system (😂). For today, get insured if you can at For tomorrow, end healthcare profiteering with #MedicareForAll."
0," My prayers go out to all those on the front lines of this crisis. "
2," Great diplomacy at the Patrick Kavanagh anniversary commemorations as MC says Heather Humphreys couldn’t be here due to “circumstances beyond her control”... followed by laughter."
1," VERDICT: President president wins! Dont Believe the #FakeNewsMedia "
1," Congrats, babe! Chip off the old block! I love my kids. Couldn't be more excited and happy for my son, . "
1," A wealthy person gifts you $10,000. You get to choose in which form you’ll accept the gift. But there’s a catch: You must keep the gift in the form that you choose for 10 years without touching it. In which form would you accept the gift?"
0," PSA--alright folks in #Phoenix please do what you can do support Chef Silvana tomorrow and order from BARRIO CAFE!! "
3," Fun times with my favorite Martian! Elon Musk joined me to talk about Space X, Tesla, the realities of climate change and all sorts of other cool shit! Available now on "
2," UN lifting of arms embargo on #Iran is outrageous while Iran continues to war-monger in Syria &amp; Yemen. This UN decision will exacerbate the conflicts there. The West should also halt arms sales. No collusion with Tehran's #Islamist tyranny! "
1," I joined on his podcast to discuss why there is a need to safely reopen America! Tune in! "
3," It's clear they don't even watch the games. North Carolina moves up after losing to ND?? NC has lost to 2-6 FSU and 4-4 Virginia. Their best win is against NC State."
0," Congress must work swiftly to build on the historic #AmericanRescuePlan. Our recovery plan must Build Back Better For The People in every zip code by creating good-paying jobs for the future. "
3," After you drive without using a PRND stalk/stick for a few days, it gets very annoying to go back &amp; use a shifter!"
0," My poor typing sometimes destroys my syntax."
3," Posted • ""get a better rebuttal, you lazy fucks!"" - _ _ #joerogan #rogan #jre #joeroganexperience #jrepodcast #youngjamie #jamievernon #taylorswift #shakeitoff #spotify "
0," These are not the words of a president. They are the words of a dictator."
0," FYI there is (yet another) viral misinformation campaign going on, this time a false tweet that’s been photoshopped to look like I sent out a call for a “purge.” Unsurprisingly it’s circulating like wildfire on FB &amp; Twitter. This is one way death threats &amp; targeting ramp up."
0," Good can come from Coronavirus if we allow it. - "
1," ...because loyalty based on principle and fulfilled campaign promises is completely foreign and repugnant to democrats. "
0," Assange Arrest: The message is clear. To journalists and all Americans, if you try to take away our power, you will pay a high price. "
3," True "
1," 1/2 Iowa’s ag &amp; food industry, like this beef plant in Tama, are front line workers helping feed Iowans and Americans. Just like the rest of our state, these folks are hurting. 1) we need to ensure workers’ safety and 2) we need to get these plants and our farmers relief."
1," I like and tomahawks plus all #MadeInUSA "
3," This is a reach. What does have to do with the #AlabamaAbortionBan?🙄 In fact, Cory Gardner was pushing for a bill to make birth control pills OTC. For some reason, Dems and Planned Parenthood opposed this. I wonder why.🤔 (Hint: 🤑💵💸) (FL) #copolitics #cosen "
0," Yes but season 17 episode 11 staring yours truly was fabulous. "
3," How did the Republican Party arise? What happened to the Free Soilers and Whigs in response to the birth of the Republican party? Who was the New American Party? Who were the “Know‐​Nothings”? Was there a Loco‐​Foco Party? "
0," Full disclosure: As of now, at , there is no in-house testing. Employees must provide a compelling reason, certified by the in-house doctor, if they wish to work from home. At work, all staff are expected to wear masks and socially distance. #Covid19"
1," Whoever humbles himself like this child is the greatest in the kingdom of heaven. And whoever receives one child such as this in my name receives me. Matthew 18:4-5"
0," Mask removal appears to be a trademark gesture of the #Trump #COVID19 administration. "
0," Fuck Fox News, fuck right-wing propaganda, this is America’s moment, not Putin’s. "
0," We have a criminal living in the White House. We don't just need to impeach this president, we need to bring justice back to America for all people—not just for the powerful. Justice is on the ballot in 2020. #DemDebate"
0," Rep. Hernandez congratulated the #ClassOf2020 from all of our great state universities. Go , , &amp; !!! 🎓 -Team Hernandez #LD3 #Debate #AZLeg"
1," For the record: I’m pro-lasagna"
0," Every time Elon Musk pokes fun at government assistance for the 99%, remember that he would be worth nothing without $4.9 billion in corporate welfare. Oh, Elon just l-o-v-e-s corporate socialism for himself, rugged capitalism for everyone else. "
3," This is a GOOD thing - it's a shame it took blatant partisanship to make it happen. #Iran "
1," I’m live with . Tune in here: "
1," Prove it.... and why do suspected white supremacists get so agitated with the thought of a Black person who makes money without pandering to white people?"
2," .#Ghana: LGBT+ safe house opens. Anti-gay crusader demands it is shut down &amp; organisers are arrested. But he's not succeeded. Congrats to READ Via "
0," Report: Trump privately tells donors it would be ‘very tough’ for #GOP to hold Senate "
0," We have the articles of Impeachment already drafted. Monday isn’t early enough. The nation is waiting for us to respond ASAP. "
0," Last night rocked! Have you heard their #music #HIGHROLLER #KaceyMusgraves"
1," Grateful for the support MT I endorsed Romney for Pres. today. He has the right experience to turn around our nation"
1," For over a century, socialists have come to power in both elections and revolutions by offering grand things for the people, who then become their last consideration once they take power, I told 's #podcast (at 44:56) earlier this week: #KAG"
2," For to call a by-election in Toronto Centre during a spike in #COVID19 is such a cynical move. I ran in Toronto Centre in 2019. Folks need real representation to tackle urgent issues, not another parachute candidate. Liberals act like they own the riding. #cdnpoli "
0," Our dear friend Carl made the comparison and I pointed out the current law."
0," That would require a Constitutional Amendment. Once confirmed they can't be removed unless impeached."
0," NYTimes opinion columnist Frank Bruni: ""Only a lopsided show of force would overcome undelivered mail, closed polling sites and #Trump's schemes."" ('Why #Biden Needs a Landslide Just to Win'). #USPresidentialElection (via ) "
3," Libertarians believe that the label of “crime” should be limited to actions of force or fraud against another individual or group."
0," Wait, his girlfriend Paula isn't most important?"
0," France’s extra-dose challenge: Less than an hour to go until the Stade de France opens its doors as a “vaccinodrome” site, aiming to give 10,000 jabs a week. Some 6,700 - all in priority groups - have made an appointment, but 3,300 slots (a third!) remain untaken. #F24"
3," Special mention of Tesla China"
3," Getting pumped for the deep freeze at in Woodland Hills. -240 degrees for 3 minutes with the Doors cranking in the background. "
0," New shop launched! --&gt; "
0," Today, millions of workers are facing economic desperation: unemployment, low wages, lack of health care, unaffordable housing. Join me, and other pro-worker advocates on an 8 pm ET livestream as we discuss the best way forward. Watch at "
2," ALBANY — The Green Party of New York (GPNY) demanded that New York State Democrats in Albany enact the strongest climate change legislation possible rather than taking half-steps that would not prevent catastrophic climate change. "
1," Not a chance. And don’t call me Shirley. "
0," gatewaypundit... Hard pass."
0," After this weekend's 6.0 earthquake, we continue to pray for our fellow American citizens in Puerto Rico. Trump Admin must quickly approve Governor's request for a Major Disaster Declaration and stop withholding Congressionally appropriated funds to recover from 2017 hurricanes."
1," 8 people murdered in Chicago this weekend, I,600 shot so far this year. This doesn’t have to happen. It’s the result of failed political ideas and pandering rather than caring."
1," What do you want to see discussed during tonight’s #SCDebate? #Mitt2012"
0," Called my dad to say hi he said ”goodbye, I'm busy do not bother me now, goodbye” and hung up turns out he's been phone banking since he woke up for his kids, and no you can't interrupt dads call time! We are so blessed with a dad like this we win✊🏽😭#bestdad #volunteeroftheyear "
1," When the FNM covers up documentation of serious charges against Democrats like Biden or Hillary, they are acting like, as says, the enemy of the people. Are they giving you the facts you need to know for our democracy to work? Or are they completely biased?"
0," President Trump doesn’t want a second term. He wants a do-over. As he takes the stage tonight, remember: he alone is responsible for the chaos in our country. Together, we can stop it. "
1," FREE MARKET? Democrats and Republicans alike are coming out against the app Robinhood after it halted trading for GameStop stocks. We’ll bring you expert analysis TONIGHT on “Hannity.”"
1," Just Ask Janet: Abortion Being Empowering For Women, Think Again! "
1," 3/3 Why do Dems hate Rock &amp; Roll?"
2," See you there! "
0," Worried about frivolities! ‘a deranged president’ according to Kellyanne Conway’s husband. And much more, "
0," #MAGA conundrum 1. It was #ANTIFA. 2. #Trump said he loved them."
1," Tune in at 8:00 pm EST for the #CNBCDebate (@ Michigan GOP-CNBC Debate w/ 5 others) "
3," When I say Simplify, this is exactly the type of thing I mean "
0," Eventually the virus will evolve to become like other Coronaviruses, irritating and perennial. Highly contagious but not deadly. But that could and probably will take decades. Meanwhile we'll also adapt as we always do."
1," To all those that have served, we simply say thank you. #VeteransDay. "
1," Some reputable conservative please send me the most up to date woke list... thanks!"
0," Oh please. Please please please. "
1," A beautiful family who loves America and the work I do for . Thank you! "
1," Fancy Nancy's ""Impeachment Suit"" takes on a life of its own "
1," .: should've been able to win but the Dem party has moved from their roots of the working class #Tucker "
1," SOON ➡️ I will speak on the floor to request that the Senate call up &amp; pass my commonsense immigration reform bill – Sarah’s Law – that requires fed law enforcement to detain illegal immigrants who've killed or seriously injured another person. "
0," ""We have it in our power to begin the world over again. A situation, similar to the present, hath not happened since the days of Noah until now."" --From ""The Writings of Thomas Paine."""
1," VP-elect : In just 50 days we will have a president who supports law enforcement at every level –TCT #Tucker "
2," Greenland’s leftwing pro-green anti-mine party wins snap election. Bravo! "
0," .⁦⁩ reports a “forceful rebuke of President Trump’s portrait of a fraudulent election.” "
1," A lot more to get to the bottom of... "
2," Join for a Community Discussion: Local Solutions to a Global Pandemic Meet heroes from Toronto-Centre as they share stories of their important work addressing COVID-19. Special Guest - Mike Schreiner WATCH HERE: "
0," . notes the Trump #ImpeachmentTrial lawyers are the 7th team to defend him."
0," ABSOLUTELY!!! Blame my husband 😂😂😂"
1," Bernie Sanders is actually not a socialist. His sympathies and ideas are Marxist "
1," Like many Americans, Greg Anthony has had enough excuses. America can’t afford another four years like the last. "
1," Media: ""It was breathtaking to see a country so full of joys and conveniences fall apart so quickly. The highways were impassible. The cell networks were jammed. The convenience stores didn’t have food. The gas stations didn’t have gas."" "
0," SHOCKED! ThisWeek’s Martha Raddatz stopped lie-in-progress from prolific Republican lying Senator. - "
1," GOP Furious After Natl Guard Booted to Parking Lot, First Lady Brings Them ‘Cookies’ "
0," Hello?! Is he gone yet?! Is it finally over?! "
1," Question: Where is 's voice and leadership on this? Respectfully, he's been disappointingly absent, timid, and silent on the precise issue where his global resources and voice are needed most: #CatholicChurch #Christianity #PopeFrancis #ISIS "
0," The reforms will build on recent PPP successes by increasing assistance to businesses with &lt;10 employees in underserved &amp; rural areas. They will ensure that sole proprietors (overwhelmingly affecting women, minority &amp; immigrant communities) are not left behind."
1," “Rudy is a great crime fighter,” said on Fox &amp; Friends this morning. “The best mayor” and “a very legendary figure in our country.” “He’s got credentials”, “When Rudy Giuliani goes there and it’s a corrupt country, it means a lot.”"
1," A lot of suspected white supremacists seem to follow this dude. Which further proves my point"
0," ""We're storming the capital it's a revolution"" These people have some serious mental health issues! #MAGATerroristsNeedToBeLockedUp #MAGATerrorists"
1," This Is What Happens When You Listen To The Fauci's Of The World Watch the whole show here: "
0," 1 in 1,500 Black Americans has died from coronavirus. This pandemic is further reinforcing historic inequities we’ve had in our nation long before we ever heard the word “coronavirus.” Confronting these disparities must be at the forefront."
1," No"
1," President Trump just said he may even decide to be the one to win the White House in ‘24. #CPAC2021 #RSBN"
0," This nation has always strived to serve as a beacon of hope, but Trump has made it clear that he does not believe our country should be a place of refuge. As president, I'll recommit to building a more inclusive and welcoming America. #WorldRefugeeDay "
3," Download the bracket on our site now #CatoBracketChallenge "
0," We are actually friends."
1," Some students want trustee Gary Cohn fired for meeting w/ President-elect –TCT #Tucker "
0," Read my full statement here: "
3," Hahahaha. The right of peaceable assembly and the right of protest don't end in the federal district of D.C."
0," Every time I hear the excuses some of these people make...I think of this song. Several years of musical theater in college years back will do that to you. Anger &amp; frustration at the inability for some of these #Republican elected officials to do the right thing, will also do it."
0," Equality and justice — the American creed. We have never lived up to it, but we’ve never stopped trying — until this President."
0," Hearing President Biden's remarks on the #verdict of #DerekChauvin gives me calm and hope that we have a real President in office. He is right, no one is above the law. #JusticeForGeorgeFloyd #BlackLivesMatter"
0," Breonna Taylor’s life mattered. This result is a disgrace and an abdication of justice. Our criminal justice system is racist. The time for fundamental change is now. "
1," For the fans that have been with Verdict from the beginning, this episode with be familiar. Recorded right after the SCOTUS hearings yesterday. Another one coming tomorrow after today’s. Listen and subscribe here! "
0," Morning!!!! Twitter fam- you all know how I feel about the babies. I could use your help to help them. I joined the movement because low income moms too often don’t get proper prenatal care. I have a $500 goal for MOD. Will you donate? "
